# Raw GitHub URL changes, Phase B batch 1 (PR #68)
#
# These are repository file URLs, not site URLs. After #68 merges, the PNG paths below 404 at
# master (the files are deleted from the tree) and the WebP paths become valid. Every PNG stays
# permanently reachable at the pre-merge commit 3e73bea100b64a154330babc389dfef7af6e7d58 (history is not rewritten).
#
# old_master_url	permanent_pre_merge_url	new_master_url
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-06-23-adamw-has-a-heavy-tail-theory-gap/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/3e73bea100b64a154330babc389dfef7af6e7d58/src/assets/blog/2026-06-23-adamw-has-a-heavy-tail-theory-gap/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-06-23-adamw-has-a-heavy-tail-theory-gap/hero.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-06-23-adamw-has-a-heavy-tail-theory-gap/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/3e73bea100b64a154330babc389dfef7af6e7d58/src/assets/blog/2026-06-23-adamw-has-a-heavy-tail-theory-gap/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-06-23-adamw-has-a-heavy-tail-theory-gap/inline-1.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-06-23-codex-record-and-replay-turns-screen-demos-into-reusable-skills/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/3e73bea100b64a154330babc389dfef7af6e7d58/src/assets/blog/2026-06-23-codex-record-and-replay-turns-screen-demos-into-reusable-skills/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-06-23-codex-record-and-replay-turns-screen-demos-into-reusable-skills/hero.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-06-23-codex-record-and-replay-turns-screen-demos-into-reusable-skills/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/3e73bea100b64a154330babc389dfef7af6e7d58/src/assets/blog/2026-06-23-codex-record-and-replay-turns-screen-demos-into-reusable-skills/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-06-23-codex-record-and-replay-turns-screen-demos-into-reusable-skills/inline-1.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-06-23-coordex-and-the-end-of-stop-and-go-humanoids/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/3e73bea100b64a154330babc389dfef7af6e7d58/src/assets/blog/2026-06-23-coordex-and-the-end-of-stop-and-go-humanoids/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-06-23-coordex-and-the-end-of-stop-and-go-humanoids/hero.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-06-23-coordex-and-the-end-of-stop-and-go-humanoids/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/3e73bea100b64a154330babc389dfef7af6e7d58/src/assets/blog/2026-06-23-coordex-and-the-end-of-stop-and-go-humanoids/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-06-23-coordex-and-the-end-of-stop-and-go-humanoids/inline-1.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-06-23-coordex-and-the-end-of-stop-and-go-humanoids/inline-2.png	https://raw.githubusercontent.com/kenashe/kenashe/3e73bea100b64a154330babc389dfef7af6e7d58/src/assets/blog/2026-06-23-coordex-and-the-end-of-stop-and-go-humanoids/inline-2.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-06-23-coordex-and-the-end-of-stop-and-go-humanoids/inline-2.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-06-23-coordex-and-the-end-of-stop-and-go-humanoids/inline-3.png	https://raw.githubusercontent.com/kenashe/kenashe/3e73bea100b64a154330babc389dfef7af6e7d58/src/assets/blog/2026-06-23-coordex-and-the-end-of-stop-and-go-humanoids/inline-3.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-06-23-coordex-and-the-end-of-stop-and-go-humanoids/inline-3.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-06-23-cugas-two-dozen-examples-are-the-real-agent-documentation/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/3e73bea100b64a154330babc389dfef7af6e7d58/src/assets/blog/2026-06-23-cugas-two-dozen-examples-are-the-real-agent-documentation/hero.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-06-23-cugas-two-dozen-examples-are-the-real-agent-documentation/hero.webp
https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-06-23-cugas-two-dozen-examples-are-the-real-agent-documentation/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/3e73bea100b64a154330babc389dfef7af6e7d58/src/assets/blog/2026-06-23-cugas-two-dozen-examples-are-the-real-agent-documentation/inline-1.png	https://raw.githubusercontent.com/kenashe/kenashe/master/src/assets/blog/2026-06-23-cugas-two-dozen-examples-are-the-real-agent-documentation/inline-1.webp
