# Batch 6 post status before migration (2026-09-18)
# slug	draft	http_before	in_sitemap	og_image_before	has_hero_frontmatter
2026-08-14-autodesign-turns-paper-to-poster-into-a-harness-the-agent-rewrites-itself	False	200	1	https://kenashe.ai/_astro/hero.BXfeG_fd.png	True
2026-08-14-bitcoin-bug-hunting-meets-chinese-coding-models	True	404	0	https://kenashe.ai/og-default.png	True
2026-08-14-chatgpts-brand-bias-starts-before-search	False	200	1	https://kenashe.ai/_astro/hero.o-MzgH0j.png	True
2026-08-14-gemini-3-7-flash-lands-what-the-announcement-actually-says-and-doesnt	False	200	1	https://kenashe.ai/_astro/hero.J4z2JRvj.png	True
2026-08-14-llms-know-when-to-back-off-but-still-guess-too-specifically	False	200	1	https://kenashe.ai/_astro/hero.DJe9psPs.png	True
2026-08-14-mimir-v1-tests-whether-small-open-models-can-win-on-clean-data	False	200	1	https://kenashe.ai/_astro/hero.AWnKZIvs.png	True
2026-08-14-omniscientist-argues-that-ai-scientists-need-eyes-not-just-workflows	False	200	1	https://kenashe.ai/_astro/hero.BD4I7ROH.png	True
2026-08-15-a-one-line-hacker-news-item-is-not-enough-context	False	200	1	https://kenashe.ai/_astro/hero.CFLFGBUs.png	True
2026-08-15-ai-by-hand-is-still-the-fastest-way-to-debug-your-model-instincts	False	200	1	https://kenashe.ai/_astro/hero.DrU0xDml.png	True
2026-08-15-ai-labs-are-smart-but-the-deployment-loop-is-smarter	False	200	1	https://kenashe.ai/_astro/hero.Bs0Ynb-5.png	True
2026-08-15-glm-5-3-and-the-problem-with-top-open-weight-coding-model-claims	False	200	1	https://kenashe.ai/_astro/hero.BFmcOPWY.png	True
2026-08-15-homomorphic-encryption-is-the-privacy-layer-ai-keeps-circling-back-to	False	200	1	https://kenashe.ai/_astro/hero.g7auBg1r.png	True
2026-08-15-seo-is-becoming-an-ai-visibility-problem	False	200	1	https://kenashe.ai/_astro/hero.C8Kcfrt-.png	True
2026-08-15-the-four-places-your-ai-chats-can-end-up	False	200	1	https://kenashe.ai/_astro/hero.DGkHv8Ew.png	True
2026-08-15-what-actually-makes-a-claude-code-session-productive	False	200	1	https://kenashe.ai/_astro/hero.DTh90iGS.png	True
