# Site-hosted image URL mapping, Phase B batch 7. Hashes computed with Rollup (the algorithm Astro uses for /_astro/ asset names).
# served_today: production HTTP status of old_url before the batch. 404 = original never emitted (only sized derivatives), no redirect needed.
# old_url	new_url	served_today	role	post_slug
https://kenashe.ai/_astro/hero.RrfsGhcw.png	https://kenashe.ai/_astro/hero.DUOPfhOW.webp	200	hero (og:image + Article.image)	2026-08-24-branch-and-bound-gets-practical-for-messy-robot-inspection-routes
https://kenashe.ai/_astro/inline-1.8AEDRm5U.png	https://kenashe.ai/_astro/inline-1.D9lmGOLL.webp	404	inline (in-page only)	2026-08-24-branch-and-bound-gets-practical-for-messy-robot-inspection-routes
https://kenashe.ai/_astro/hero.D-JG6KDW.png	https://kenashe.ai/_astro/hero.Sj8y3WGq.webp	200	hero (og:image + Article.image)	2026-08-24-compliance-llms-need-different-workflows-for-passports-and-dpias
https://kenashe.ai/_astro/inline-1.Cjc9egIj.png	https://kenashe.ai/_astro/inline-1.BQO7LBde.webp	404	inline (in-page only)	2026-08-24-compliance-llms-need-different-workflows-for-passports-and-dpias
https://kenashe.ai/_astro/hero.BYYMewhS.png	https://kenashe.ai/_astro/hero.DArSqDO4.webp	200	hero (og:image + Article.image)	2026-08-24-gemini-and-apex-point-prediction-markets-toward-brokerage-plumbing
https://kenashe.ai/_astro/inline-1.CjUh-d_m.png	https://kenashe.ai/_astro/inline-1.Dca6ixun.webp	404	inline (in-page only)	2026-08-24-gemini-and-apex-point-prediction-markets-toward-brokerage-plumbing
https://kenashe.ai/_astro/hero.DXfDHP42.png	https://kenashe.ai/_astro/hero.DTo3n6qe.webp	200	hero (og:image + Article.image)	2026-08-24-indexing-by-entities-not-chunks-what-ensi-rag-changes-about-long-document-qa
https://kenashe.ai/_astro/inline-1.jH0BDDYK.png	https://kenashe.ai/_astro/inline-1.CTPtJ0dm.webp	404	inline (in-page only)	2026-08-24-indexing-by-entities-not-chunks-what-ensi-rag-changes-about-long-document-qa
https://kenashe.ai/_astro/inline-2.Csmqrr5Z.png	https://kenashe.ai/_astro/inline-2.Bb2lqhQ7.webp	404	inline (in-page only)	2026-08-24-indexing-by-entities-not-chunks-what-ensi-rag-changes-about-long-document-qa
https://kenashe.ai/_astro/inline-3.Dbor1Neu.png	https://kenashe.ai/_astro/inline-3.Dt6fZHof.webp	404	inline (in-page only)	2026-08-24-indexing-by-entities-not-chunks-what-ensi-rag-changes-about-long-document-qa
https://kenashe.ai/_astro/hero.Bqyu81lW.png	https://kenashe.ai/_astro/hero.2WYzSNKf.webp	200	hero (og:image + Article.image)	2026-08-24-per-user-context-biasing-is-the-asr-detail-nobody-demos
https://kenashe.ai/_astro/inline-1.Rv95tkrK.png	https://kenashe.ai/_astro/inline-1.dcoFTmT-.webp	404	inline (in-page only)	2026-08-24-per-user-context-biasing-is-the-asr-detail-nobody-demos
https://kenashe.ai/_astro/inline-2.DBDEK0tC.png	https://kenashe.ai/_astro/inline-2.C-BYP4aN.webp	404	inline (in-page only)	2026-08-24-per-user-context-biasing-is-the-asr-detail-nobody-demos
https://kenashe.ai/_astro/inline-3.BE32jWv6.png	https://kenashe.ai/_astro/inline-3.CHZAmcmI.webp	404	inline (in-page only)	2026-08-24-per-user-context-biasing-is-the-asr-detail-nobody-demos
