# Batch 7 post status before migration (2026-09-18)
# slug	draft	http_before	in_sitemap	og_image_before	has_hero_frontmatter
2026-08-24-branch-and-bound-gets-practical-for-messy-robot-inspection-routes	False	200	1	https://kenashe.ai/_astro/hero.RrfsGhcw.png	True
2026-08-24-compliance-llms-need-different-workflows-for-passports-and-dpias	False	200	1	https://kenashe.ai/_astro/hero.D-JG6KDW.png	True
2026-08-24-gemini-and-apex-point-prediction-markets-toward-brokerage-plumbing	False	200	1	https://kenashe.ai/_astro/hero.BYYMewhS.png	True
2026-08-24-indexing-by-entities-not-chunks-what-ensi-rag-changes-about-long-document-qa	False	200	1	https://kenashe.ai/_astro/hero.DXfDHP42.png	True
2026-08-24-per-user-context-biasing-is-the-asr-detail-nobody-demos	False	200	1	https://kenashe.ai/_astro/hero.Bqyu81lW.png	True
2026-08-24-verification-becomes-the-operator-loop-for-ai-built-silicon	False	200	1	https://kenashe.ai/_astro/hero.C7u6Oq1h.png	True
2026-08-24-vials-exposes-the-lab-gap-in-vision-language-models	False	200	1	https://kenashe.ai/_astro/hero.CEKI0X-j.png	True
2026-08-25-ai-as-fraud-bait-the-kovar-ponzi-verdict-and-what-it-means-for-builders	False	200	1	https://kenashe.ai/_astro/hero.WsSk6zCk.png	True
2026-08-25-ai-influence-ops-are-learning-to-fake-institutions-not-just-posts	False	200	1	https://kenashe.ai/_astro/hero.nXorTZXJ.png	True
2026-08-25-bpco-brings-the-critic-back-to-rl-fine-tuning	False	200	1	https://kenashe.ai/_astro/hero.DtrxNlJZ.png	True
2026-08-25-coding-agents-still-struggle-with-whole-repo-migrations	False	200	1	https://kenashe.ai/_astro/hero.Dn7uvn3N.png	True
2026-08-25-convergeflows-bet-kill-the-decoder-trust-the-flow	False	200	1	https://kenashe.ai/_astro/hero.Bcq2pb22.png	True
2026-08-25-googles-spam-update-and-the-ai-seo-content-factory	False	200	1	https://kenashe.ai/_astro/hero.BdYOt6jD.png	True
2026-08-25-hugging-faces-reported-13b-sale-talks-are-an-infrastructure-signal	False	200	1	https://kenashe.ai/_astro/hero.DDAcHpi9.png	True
2026-08-25-names-alone-break-entity-matching	False	200	1	https://kenashe.ai/_astro/hero.711AIKOG.png	True
2026-08-25-prime-agent-treats-the-harness-as-part-of-the-model	False	200	1	https://kenashe.ai/_astro/hero.Il1Su78U.png	True
2026-08-25-reasoning-fine-tunes-can-move-the-safety-vector	False	200	1	https://kenashe.ai/_astro/hero.CGN8dC66.png	True
2026-08-26-ai-arguments-are-usually-frame-fights	False	200	1	https://kenashe.ai/_astro/hero.CXeKSvnv.png	True
2026-08-26-claude-code-as-a-domain-renewal-research-assistant	False	200	1	https://kenashe.ai/_astro/hero.Bf56oUXY.png	True
2026-08-26-codex-at-loveholidays-points-to-the-real-no-code-shift	False	200	1	https://kenashe.ai/_astro/hero.CNbQmR-7.png	True
2026-08-26-google-ai-mode-ads-put-the-product-feed-in-charge	False	200	1	https://kenashe.ai/_astro/hero.Bsp5liYg.png	True
2026-08-26-laion-bvd-puts-10-million-hours-of-open-video-in-reach-for-small-labs	False	200	1	https://kenashe.ai/_astro/hero.DGWc7FB6.png	True
2026-08-26-openais-full-stack-argument-is-really-an-economics-argument	False	200	1	https://kenashe.ai/_astro/hero.DbO6hwYg.png	True
2026-08-26-recuris-and-the-case-for-memory-that-rewrites-itself	False	200	1	https://kenashe.ai/_astro/hero.CqoUKV6m.png	True
2026-08-26-score-models-as-reusable-priors-for-detection	False	200	1	https://kenashe.ai/_astro/hero.Cr5u530F.png	True
2026-08-26-smaller-ai-models-need-phone-level-proof	False	200	1	https://kenashe.ai/_astro/hero.9J3u-yl-.png	True
2026-08-26-the-retrieval-integration-gap-when-your-ai-analyst-reads-the-risk-and-ignores	False	200	1	https://kenashe.ai/_astro/hero.lF5SzkHi.png	True
2026-08-27-ai-bug-reports-are-now-a-lightning-ops-problem	False	200	1	https://kenashe.ai/_astro/hero.DGF_XLUf.png	True
2026-08-27-ai-search-makes-the-answer-shorter-not-the-work	False	200	1	https://kenashe.ai/_astro/hero.CpAKbV1z.png	True
2026-08-27-anthropics-python-sdk-is-tightening-the-agent-plumbing	False	200	1	https://kenashe.ai/_astro/hero.BGlFNx0i.png	True
2026-08-27-can-a-robot-think-out-loud-before-it-moves-r-tests-the-idea	False	200	1	https://kenashe.ai/_astro/hero.CTCwwbIy.png	True
2026-08-27-correct-sql-answers-can-still-hide-broken-agent-work	False	200	1	https://kenashe.ai/_astro/hero.C6yvRNod.png	True
2026-08-27-gemini-omni-1-1-flash-needs-to-prove-control-not-just-speed	False	200	1	https://kenashe.ai/_astro/hero.01D10UYa.png	True
2026-08-27-prefix-sliding-bets-most-reasoning-tokens-are-dead-weight	False	200	1	https://kenashe.ai/_astro/hero.CmRMaQNT.png	True
2026-08-27-swarmworld-makes-a-case-for-agents-that-coordinate-through-artifacts	False	200	1	https://kenashe.ai/_astro/hero.Dx29QQ47.png	True
2026-08-27-vbvr-pro-makes-visual-reasoning-a-training-loop-not-a-demo	False	200	1	https://kenashe.ai/_astro/hero.WuDqypCV.png	True
2026-08-27-what-lora-rank-actually-buys-you-according-to-the-attention-math	False	200	1	https://kenashe.ai/_astro/hero.BjjH27yw.png	True
2026-08-28-a-sepsis-score-trained-from-trajectories-not-hourly-labels	False	200	1	https://kenashe.ai/_astro/hero.CljWPzKt.png	True
2026-08-28-ai-edited-ads-expose-the-missing-owner-after-approval	False	200	1	https://kenashe.ai/_astro/hero.D3SPKkAo.png	True
2026-08-28-cast-makes-clinical-model-audits-more-concrete	False	200	1	https://kenashe.ai/_astro/hero.CeJRdzLl.png	True
2026-08-28-corporatebench-and-the-gap-between-demo-scale-and-company-scale	False	200	1	https://kenashe.ai/_astro/hero.D50OdVo0.png	True
2026-08-28-gpu-backed-loans-are-coming-for-the-ai-infrastructure-stack	False	200	1	https://kenashe.ai/_astro/hero.CcNUhav3.png	True
2026-08-28-mcr-bench-shows-code-review-agents-still-lose-the-plot	False	200	1	https://kenashe.ai/_astro/hero.D8LA_H6E.png	True
2026-08-28-puro-2b-makes-small-model-pretraining-feel-operator-sized	False	200	1	https://kenashe.ai/_astro/hero.YitbGKV8.png	True
2026-08-28-swe-prime-argues-coding-agents-need-cleaner-wins-not-more-wins	False	200	1	https://kenashe.ai/_astro/hero.Cm5SNQzt.png	True
2026-08-28-what-a-moral-probe-finds-inside-an-llm-structure-not-a-single-switch	False	200	1	https://kenashe.ai/_astro/hero.itoamBko.png	True
2026-08-28-wikiskill-and-the-case-for-giving-agents-a-memory-that-compounds	False	200	1	https://kenashe.ai/_astro/hero.4icYCYEa.png	True
2026-08-29-agent-payments-are-a-product-problem-before-they-are-a-currency-problem	False	200	1	https://kenashe.ai/_astro/hero.Cw_ptDVy.png	True
2026-08-29-ai-search-is-turning-attribution-into-the-real-seo-problem	False	200	1	https://kenashe.ai/_astro/hero.CJvNqNGv.png	True
2026-08-29-debian-cracks-the-door-on-generative-ai-what-the-vote-actually-says	True	404	0	https://kenashe.ai/og-default.png	True
2026-08-29-openai-cuts-off-cursor-after-spacex-buys-the-coding-tool	True	404	0	https://kenashe.ai/og-default.png	True
2026-08-29-openais-manga-clip-is-a-demo-not-workflow-proof	False	200	1	https://kenashe.ai/_astro/hero.De-MJUt4.png	True
2026-08-29-openais-tennis-spot-is-a-brand-ad-not-a-product-claim	True	404	0	https://kenashe.ai/og-default.png	True
2026-08-29-stemdeck-puts-stem-separation-on-your-own-machine	False	200	1	https://kenashe.ai/_astro/hero.DgGCYRAk.png	True
2026-08-29-terminal-bench-4-0-and-the-eval-gap-for-smaller-coding-agents	False	200	1	https://kenashe.ai/_astro/hero.atY-9pNS.png	True
2026-08-29-treat-the-smart-tv-like-an-untrusted-computer	False	200	1	https://kenashe.ai/_astro/hero.BPNeH2Im.png	True
2026-08-29-when-llm-memory-becomes-program-analysis	False	200	1	https://kenashe.ai/_astro/hero.4qR0_SAO.png	True
2026-08-30-a-192gb-framework-board-would-make-local-ai-less-cramped	False	200	1	https://kenashe.ai/_astro/hero.CK-qfbsZ.png	True
2026-08-30-a-minecraft-clone-is-a-weak-coding-agent-test	False	200	1	https://kenashe.ai/_astro/hero.IDHCp3OV.png	True
2026-08-30-ai-cyber-risk-is-moving-from-demo-to-preparedness	False	200	1	https://kenashe.ai/_astro/hero.BuWNYABm.png	True
2026-08-30-culture-still-sets-the-ceiling-on-ai-productivity	False	200	1	https://kenashe.ai/_astro/hero.QqHTkECR.png	True
2026-08-30-glm-qwen-and-the-messy-reality-of-visual-coding-agents	False	200	1	https://kenashe.ai/_astro/hero.CHpf2hCs.png	True
2026-08-30-llama-cpps-cpu-backlog-is-a-map-of-local-ais-next-gains	False	200	1	https://kenashe.ai/_astro/hero.O-n8pDjz.png	True
2026-08-30-no-ai-fridays-what-a-weekly-ban-reveals-about-skill-atrophy	False	200	1	https://kenashe.ai/_astro/hero.DxYEYCom.png	True
2026-08-30-the-flock-camera-story-is-really-about-quiet-ai-procurement	False	200	1	https://kenashe.ai/_astro/hero.B6o0gvW7.png	True
2026-08-30-the-longest-straight-line-puzzle-is-a-lesson-in-framing-problems-for-compute	False	200	1	https://kenashe.ai/_astro/hero.Cg3-VG19.png	True
2026-08-30-what-happens-when-you-let-ai-agents-build-their-own-society	False	200	1	https://kenashe.ai/_astro/hero.okRx3hBu.png	True
2026-08-31-aero-hand-open-makes-the-cheap-part-of-a-robot-hand-the-learnable-part	False	200	1	https://kenashe.ai/_astro/hero.Bc4-0Twe.png	True
2026-08-31-ai-workflows-should-create-new-work-not-just-faster-tasks	False	200	1	https://kenashe.ai/_astro/hero.-LsFubhb.png	True
2026-08-31-certified-world-models-still-have-blind-topology	False	200	1	https://kenashe.ai/_astro/hero.DMHWZXCg.png	True
2026-08-31-optimizers-are-becoming-systems-choices-not-adamw-replacements	False	200	1	https://kenashe.ai/_astro/hero.B7AH4YVW.png	True
2026-08-31-reward-choice-changes-how-llm-forecasters-are-wrong	False	200	1	https://kenashe.ai/_astro/hero.1W41iwI7.png	True
2026-08-31-sliding-window-attention-vs-linear-attention-what-the-baseline-test-actually	False	200	1	https://kenashe.ai/_astro/hero.MvYgGNwj.png	True
2026-08-31-small-dialogue-agents-need-repair-loops-not-just-bigger-training	False	200	1	https://kenashe.ai/_astro/hero.Czfbp3qE.png	True
2026-08-31-south-koreas-reported-free-ai-plan-runs-into-compute-math	False	200	1	https://kenashe.ai/_astro/hero.Dr2Ku4ZD.png	True
2026-08-31-synthetic-data-needs-a-weight-limit	False	200	1	https://kenashe.ai/_astro/hero.CrRlvUug.png	True
2026-08-31-when-a-mishear-becomes-a-safety-bug-in-voice-controlled-robots	False	200	1	https://kenashe.ai/_astro/hero.xWYRfGi9.png	True
2026-09-01-bloom-wilt-and-the-case-for-auditing-models-the-way-users-actually-break-them	False	200	1	https://kenashe.ai/_astro/hero.Ducp0Uxg.png	True
2026-09-01-free-ai-training-will-not-fix-unclear-marketing-work	False	200	1	https://kenashe.ai/_astro/hero.BXIiXh_f.png	True
2026-09-01-gal-gadots-ai-contract-fight-is-the-real-bitcoin-film-story	False	200	1	https://kenashe.ai/_astro/hero.CjA6IiCk.png	True
2026-09-01-geminis-agentic-video-framing-shifts-the-hard-part-from-seeing-to-checking	False	200	1	https://kenashe.ai/_astro/hero.CIDt3V1A.png	True
2026-09-01-on-policy-distillation-may-be-pruning-tails-not-teaching	False	200	1	https://kenashe.ai/_astro/hero.BlxhzG5n.png	True
2026-09-01-openai-backs-californias-teen-ai-safety-bill-with-room-for-access	False	200	1	https://kenashe.ai/_astro/hero.DECzk9H2.png	True
2026-09-01-polimills-municipal-ai-bet-is-less-chatbot-more-knowledge-plumbing	False	200	1	https://kenashe.ai/_astro/hero.V7Xn2SBX.png	True
2026-09-01-reasoning-without-tokens-what-soft-latent-thinking-actually-changes	False	200	1	https://kenashe.ai/_astro/hero.BaruWIlH.png	True
2026-09-01-the-evaluate-first-turn-in-ai-research-agents	False	200	1	https://kenashe.ai/_astro/hero.DhJJGBnj.png	True
2026-09-01-webgpu-kernels-move-local-ai-closer-to-the-browser	False	200	1	https://kenashe.ai/_astro/hero.CDXdexl6.png	True
2026-09-02-actor-targets-the-tokens-where-repo-level-code-generation-breaks	False	200	1	https://kenashe.ai/_astro/hero.BLvYLQgC.png	True
2026-09-02-ai-agent-interviews-are-a-workflow-fix-not-a-content-strategy	False	200	1	https://kenashe.ai/_astro/hero.BjffB0u9.png	True
2026-09-02-ai-lab-com-sold-for-9-995-and-the-hyphen-is-the-story	False	200	1	https://kenashe.ai/_astro/hero.BuNf6fBQ.png	True
2026-09-02-cordisbench-shows-why-agent-runtimes-need-semantics-not-just-smarter-models	True	404	0	https://kenashe.ai/og-default.png	True
2026-09-02-grading-coding-agents-on-how-they-solve-not-just-whether-they-pass	False	200	1	https://kenashe.ai/_astro/hero.qsDpZXfA.png	True
2026-09-02-openais-astra-puts-zero-day-automation-on-the-planning-table	True	404	0	https://kenashe.ai/og-default.png	True
2026-09-02-proactive-writing-agents-need-timing-more-than-autocomplete	False	200	1	https://kenashe.ai/_astro/hero.CrTt6R_u.png	True
2026-09-02-sage-uses-a-big-model-as-a-coach-not-a-crutch	False	200	1	https://kenashe.ai/_astro/hero.Bi0l_l5h.png	True
2026-09-02-the-sft-rl-split-has-a-wide-safe-zone-and-you-can-find-it-cheap	False	200	1	https://kenashe.ai/_astro/hero.Bxpsc528.png	True
2026-09-02-verbal-reinforcement-learning-is-a-feedback-routing-problem	False	200	1	https://kenashe.ai/_astro/hero.CSult_kn.png	True
2026-09-03-ai-readiness-is-a-workflow-test-not-a-model-choice	False	200	1	https://kenashe.ai/_astro/hero.DDmLT0cL.png	True
