# Site-hosted image URL mapping, Phase B batch 5. Hashes computed with Rollup (the algorithm Astro uses for /_astro/ asset names).
# served_today: production HTTP status of old_url before the batch. 404 = original never emitted (only sized derivatives), no redirect needed.
# old_url	new_url	served_today	role	post_slug
https://kenashe.ai/_astro/hero.DmCzpmZR.png	https://kenashe.ai/_astro/hero.DWanSz_Y.webp	200	hero (og:image + Article.image)	2026-08-03-extractbench-tests-document-extraction-where-demos-usually-fail
https://kenashe.ai/_astro/inline-1.BPBrACTu.png	https://kenashe.ai/_astro/inline-1.CvBRAUaf.webp	404	inline (in-page only)	2026-08-03-extractbench-tests-document-extraction-where-demos-usually-fail
https://kenashe.ai/_astro/hero.CCdDVMV8.png	https://kenashe.ai/_astro/hero.DxwhHQwK.webp	200	hero (og:image + Article.image)	2026-08-03-mot-sr-uses-llms-as-search-operators-not-equation-oracles
https://kenashe.ai/_astro/inline-1.DH9vnMDl.png	https://kenashe.ai/_astro/inline-1.TGif_f0o.webp	404	inline (in-page only)	2026-08-03-mot-sr-uses-llms-as-search-operators-not-equation-oracles
https://kenashe.ai/_astro/hero.DlBVb66R.png	https://kenashe.ai/_astro/hero.CT9wVuy7.webp	200	hero (og:image + Article.image)	2026-08-03-on-policy-imitation-helps-when-the-student-is-smaller-than-the-expert
https://kenashe.ai/_astro/inline-1.CP7DqC2B.png	https://kenashe.ai/_astro/inline-1.CG0DPqI_.webp	404	inline (in-page only)	2026-08-03-on-policy-imitation-helps-when-the-student-is-smaller-than-the-expert
https://kenashe.ai/_astro/hero.DjAGBxhg.png	https://kenashe.ai/_astro/hero.C6k7PTUK.webp	200	hero (og:image + Article.image)	2026-08-03-post-training-is-now-the-behavior-layer
https://kenashe.ai/_astro/inline-1.BcdcIVe5.png	https://kenashe.ai/_astro/inline-1.DOgRT0GB.webp	404	inline (in-page only)	2026-08-03-post-training-is-now-the-behavior-layer
https://kenashe.ai/_astro/hero.BlABdNt9.png	https://kenashe.ai/_astro/hero.DfCdO2n1.webp	200	hero (og:image + Article.image)	2026-08-03-the-blind-spot-in-ai-text-detectors-human-writing-an-llm-touched
https://kenashe.ai/_astro/inline-1.DpV4oyLT.png	https://kenashe.ai/_astro/inline-1.D67c9QlS.webp	404	inline (in-page only)	2026-08-03-the-blind-spot-in-ai-text-detectors-human-writing-an-llm-touched
https://kenashe.ai/_astro/inline-2.DWwqlfuD.png	https://kenashe.ai/_astro/inline-2.-AkMN2Wr.webp	404	inline (in-page only)	2026-08-03-the-blind-spot-in-ai-text-detectors-human-writing-an-llm-touched
https://kenashe.ai/_astro/hero.CTCcR_2m.png	https://kenashe.ai/_astro/hero.DyKXZvoJ.webp	200	hero (og:image + Article.image)	2026-08-03-the-coldcard-scare-is-about-ai-assisted-wallet-attacks-not-ai-breaking-bitcoin
https://kenashe.ai/_astro/inline-1.BmW2cD-F.png	https://kenashe.ai/_astro/inline-1.DJbcFLO9.webp	404	inline (in-page only)	2026-08-03-the-coldcard-scare-is-about-ai-assisted-wallet-attacks-not-ai-breaking-bitcoin
https://kenashe.ai/_astro/hero.DT2Cxzd8.png	https://kenashe.ai/_astro/hero.CNhrcjVZ.webp	200	hero (og:image + Article.image)	2026-08-03-what-friendbench-reveals-about-how-models-read-social-cues
https://kenashe.ai/_astro/inline-1.BLPDZPwa.png	https://kenashe.ai/_astro/inline-1.DL84zsJf.webp	404	inline (in-page only)	2026-08-03-what-friendbench-reveals-about-how-models-read-social-cues
https://kenashe.ai/_astro/inline-2.B8tEg8Zq.png	https://kenashe.ai/_astro/inline-2.sfGaKkpH.webp	404	inline (in-page only)	2026-08-03-what-friendbench-reveals-about-how-models-read-social-cues
https://kenashe.ai/_astro/inline-3.CzCvxzmU.png	https://kenashe.ai/_astro/inline-3.-moMm8Wi.webp	404	inline (in-page only)	2026-08-03-what-friendbench-reveals-about-how-models-read-social-cues
https://kenashe.ai/_astro/hero.1jQHyvHg.png	https://kenashe.ai/_astro/hero.BHIl37qE.webp	200	hero (og:image + Article.image)	2026-08-04-apples-ai-slop-filter-may-be-catching-real-macos-bugs
https://kenashe.ai/_astro/inline-1.C_PaPxJ6.png	https://kenashe.ai/_astro/inline-1.BvLzc9Kw.webp	404	inline (in-page only)	2026-08-04-apples-ai-slop-filter-may-be-catching-real-macos-bugs
https://kenashe.ai/_astro/hero.BgLMu77N.png	https://kenashe.ai/_astro/hero.DLwdRyU3.webp	200	hero (og:image + Article.image)	2026-08-04-dns-identity-for-ai-agents-needs-more-than-a-name
https://kenashe.ai/_astro/inline-1.DmUdtLVE.png	https://kenashe.ai/_astro/inline-1.CpfIowd4.webp	404	inline (in-page only)	2026-08-04-dns-identity-for-ai-agents-needs-more-than-a-name
https://kenashe.ai/_astro/hero.BL1rtWvn.png	https://kenashe.ai/_astro/hero.C6LkZDQv.webp	200	hero (og:image + Article.image)	2026-08-04-gradcuit-optimizes-the-reasoning-state-not-the-model
https://kenashe.ai/_astro/inline-1.CHQvp_7_.png	https://kenashe.ai/_astro/inline-1.CClo9M7Y.webp	404	inline (in-page only)	2026-08-04-gradcuit-optimizes-the-reasoning-state-not-the-model
https://kenashe.ai/_astro/hero.GDlu2xdG.png	https://kenashe.ai/_astro/hero.C7ZLeTXf.webp	200	hero (og:image + Article.image)	2026-08-04-injecting-precomputed-memory-into-ssms-how-precog-skips-the-prefill-tax
https://kenashe.ai/_astro/inline-1.DrTtnHc_.png	https://kenashe.ai/_astro/inline-1.CZ86OW4o.webp	200	inline (in-page only)	2026-08-04-injecting-precomputed-memory-into-ssms-how-precog-skips-the-prefill-tax
